Timestamp,Year of study,Faculty ,Your GPA Range  ,How do you describe yourself?,Preferred activity type,Are you willing to try new types of events? ,Academic interests,Preferred Learning Platforms,Learning resource  preferences,Preferred learning format,"Extracurricular interest Assessment (1- not interested, 5- very interested)  [Sports]","Extracurricular interest Assessment (1- not interested, 5- very interested)  [Music]","Extracurricular interest Assessment (1- not interested, 5- very interested)  [Photography]","Extracurricular interest Assessment (1- not interested, 5- very interested)  [Volunteering]","Extracurricular interest Assessment (1- not interested, 5- very interested)  [Arts and Crafts]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Academic  workshops]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Study groups]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Cultural programs]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Tech events]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Social gatherings]","Rate your preferences for each type of university event (1= Least preferred, 5= Most preferred) [Career development sessions]",Preferred mode of participation,How often do you like to attend university events.,Have you attended university events before?,"If yes, Name one or more events you attended.(Academic, Social, Career-related, Cultural, Sports)","Rate your past event experience:  (1= Very poor, 5= Excellent) [Your Rating]",What did you like about previous events?,Any additional suggestions or preferences? 
12/07/2025 00:02:20,3rd Year,Applied Sciences,2.0 – 2.5,Introvert (I like being alone),Group activities,"Maybe, it depends on the event","Technology, Science","KhanAcademy, LinkedIn Learning, University LMS",Based on interest,Video Lectures,5,3,4,4,4,5,5,5,3,4,4,Physical,Occasionally,No,,,,
12/07/2025 00:04:59,3rd Year,Applied Sciences,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"Yes, I’m open to trying new events","Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Suggested by platform","Video Lectures, Notes/PDF, Live Sessions",4,1,5,3,4,5,3,3,3,5,4,Physical,Weekly,No,,,,
12/07/2025 10:13:58,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),No preference,"Yes, I’m open to trying new events",Science,"YouTube, University LMS","Based on interest, Required for exams","Video Lectures, Notes/PDF, Discussion Forums, Live Sessions",1,1,3,3,2,3,3,1,3,3,3,Hybrid,Monthly,Yes,Academic ,3,Leadership ,
12/07/2025 10:18:52,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Technology, Science, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, University LMS","Based on interest, Required for exams, Random browsing","Interactive Quizzes, Notes/PDF, Discussion Forums",2,3,5,5,5,3,4,5,3,5,3,Physical,Rarely,No,,1,,
12/07/2025 10:18:56,3rd Year,Agriculture,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events",Technology,University LMS,Based on interest,Notes/PDF,5,1,5,4,4,5,5,5,5,5,5,Online,Occasionally,Yes,Culture meet,5,Culture drama ,No
12/07/2025 10:28:53,3rd Year,Applied Sciences,Below 2.0,Introvert (I like being alone),Individual sessions,"Yes, I’m open to trying new events","Technology, Psychology, Soft Skills (Communication, Leadership)","YouTube, LinkedIn Learning, University LMS",Based on interest,"Video Lectures, Notes/PDF",1,1,1,4,2,4,1,1,2,2,1,Online,Rarely,Yes,"Cultural , Career -related",4,Team work and all contributions.,No
12/07/2025 10:30:29,3rd Year,Applied Sciences,2.6 – 3.0,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, Coursera",Suggested by platform,"Video Lectures, Interactive Quizzes, Notes/PDF",4,1,4,2,1,2,2,4,2,4,2,Hybrid,Occasionally,Yes,"Academic,sports",4,It's improved team collaboration ,
12/07/2025 10:59:08,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events",Business & Management,YouTube,Random browsing,Video Lectures,3,3,4,4,4,3,3,3,3,4,4,Physical,Monthly,Yes,"AI Exhibition, captures25 (pera), ignite24",4,"Fully engaged, interesting, well organized, time management is perfect, lecturer/couch conducted the the program well  ",
12/07/2025 11:09:15,3rd Year,Applied Sciences,3.1 – 3.5,Ambivert (I like both alone time and being with people),No preference,"Yes, I’m open to trying new events","Technology, Psychology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning","Based on interest, Recommended by peers, Required for exams, Random browsing, Suggested by platform","Video Lectures, Interactive Quizzes, Notes/PDF, Discussion Forums, Live Sessions",3,4,3,3,3,4,3,3,5,4,4,Hybrid,Occasionally,Yes,NA,3,NA,NA
12/07/2025 11:15:29,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event",Technology,YouTube,Required for exams,Discussion Forums,3,2,3,1,2,2,2,2,2,3,4,Online,Occasionally,Yes,Career related,3,,
12/07/2025 11:30:53,3rd Year,Applied Sciences,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"No, I prefer familiar events","Technology, Science, Psychology, Competitive Exams / Certifications","YouTube, KhanAcademy","Based on interest, Required for exams, Random browsing","Video Lectures, Notes/PDF",1,3,3,3,4,3,1,1,4,1,2,Online,Rarely,Yes,Academic,4,,
12/07/2025 12:10:18,3rd Year,Agriculture,3.1 – 3.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Technology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, LinkedIn Learning","Based on interest, Random browsing, Suggested by platform","Video Lectures, Notes/PDF, Discussion Forums",5,1,5,5,4,5,5,3,3,5,5,Physical,Weekly,Yes,"sports,Academic Social",5,,
12/07/2025 12:17:33,3rd Year,Agriculture,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Technology, Science, Psychology, Business & Management","YouTube, Coursera","Required for exams, Random browsing","Video Lectures, Notes/PDF",1,1,5,3,4,3,3,3,3,3,3,Hybrid,Monthly,Yes,New year celebration,3,,
12/07/2025 15:13:48,2nd Year,Technology,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event",Technology,YouTube,"Based on interest, Required for exams, Random browsing","Video Lectures, Notes/PDF",4,1,4,4,2,3,3,3,3,4,3,Hybrid,Weekly,No,,,,
12/07/2025 15:31:41,3rd Year,Applied Sciences,3.1 – 3.5,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event","Technology, Science, Business & Management","YouTube, Coursera","Required for exams, Random browsing",Video Lectures,3,5,4,3,5,5,1,4,5,2,5,Hybrid,Rarely,Yes,,1,,
12/07/2025 16:08:04,1st Year,Technology,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events",Technology,YouTube,Required for exams,Video Lectures,3,1,2,2,3,3,3,3,2,3,3,Physical,Weekly,Yes,Culture ,3,Good,No
12/07/2025 17:26:21,3rd Year,Applied Sciences,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"No, I prefer familiar events",Science,YouTube,Based on interest,Discussion Forums,2,4,4,5,1,4,1,1,1,1,3,Online,No preference,No,No,1,I did not participate any events before.,No
12/07/2025 17:28:05,3rd Year,Applied Sciences,2.0 – 2.5,Introvert (I like being alone),Individual sessions,"Maybe, it depends on the event","Technology, Science, Psychology","YouTube, University LMS","Based on interest, Recommended by peers",Notes/PDF,1,5,5,5,5,4,4,2,1,2,2,Physical,Occasionally,Yes,academic,3,,
12/07/2025 17:53:05,3rd Year,Applied Sciences,Below 2.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events",Science,YouTube,Suggested by platform,Notes/PDF,2,2,3,3,3,3,1,1,1,3,3,Physical,Monthly,No,No,3,No,No
12/07/2025 18:03:33,3rd Year,Applied Sciences,2.0 – 2.5,Introvert (I like being alone),Individual sessions,"Yes, I’m open to trying new events",Technology,YouTube,Based on interest,"Video Lectures, Notes/PDF",4,3,3,2,2,3,2,2,3,1,4,Online,Occasionally,Yes,Games,4,Good ,No
12/07/2025 18:22:13,3rd Year,Applied Sciences,2.0 – 2.5,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events",Science,"YouTube, University LMS","Based on interest, Recommended by peers","Video Lectures, Notes/PDF, Discussion Forums",2,3,4,4,2,4,3,4,3,4,4,Physical,Monthly,No,,3,Thaipongal,
12/07/2025 18:52:46,3rd Year,Applied Sciences,2.0 – 2.5,Introvert (I like being alone),No preference,"Maybe, it depends on the event",Science,"YouTube, ",Based on interest,"Video Lectures, Interactive Quizzes",3,3,5,4,5,4,5,3,3,2,2,Hybrid,Occasionally,Yes,"Academic, sports,career-related",3,,
12/07/2025 19:17:14,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event",Science,University LMS,Required for exams,Notes/PDF,3,5,4,4,5,5,5,4,4,3,4,Physical,Weekly,Yes,"Cultural, acadamic, social, career related",5,Exhibition (academic event),Department trip 
12/07/2025 19:43:32,3rd Year,Applied Sciences,2.0 – 2.5,Extrovert (I enjoy being with others),Group activities,"Maybe, it depends on the event","Business & Management, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)",YouTube,"Based on interest, Recommended by peers","Video Lectures, Notes/PDF, Live Sessions",4,3,5,5,4,3,5,5,2,3,3,Physical,Occasionally,Yes,FASExplore Exhibition ,3,,
12/07/2025 19:47:29,3rd Year,Applied Sciences,2.6 – 3.0,Extrovert (I enjoy being with others),Individual sessions,"Yes, I’m open to trying new events","Technology, Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Random browsing","Video Lectures, Interactive Quizzes, Discussion Forums, Live Sessions",3,5,5,5,3,3,4,3,4,5,5,Physical,Occasionally,Yes,Academic and social and career,4,Social events,No
12/07/2025 19:59:20,3rd Year,Applied Sciences,3.1 – 3.5,Extrovert (I enjoy being with others),Individual sessions,"Maybe, it depends on the event","Science, Business & Management",YouTube,Based on interest,Notes/PDF,4,1,4,2,1,4,4,2,3,2,4,Online,Occasionally,No,,,,
12/07/2025 20:14:57,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events",Science,YouTube,Based on interest,Notes/PDF,1,1,1,2,1,2,3,2,1,2,2,Physical,Weekly,Yes,Exhibition ,3,Good work,No
12/07/2025 20:22:29,3rd Year,Applied Sciences,3.1 – 3.5,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event",Technology,YouTube,"Based on interest, Recommended by peers, Required for exams, Random browsing",Video Lectures,3,5,5,5,2,5,3,3,5,1,5,Hybrid,Occasionally,Yes,Academic,3,,
12/07/2025 20:29:04,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event",Technology,YouTube,Based on interest,Video Lectures,1,3,4,2,3,3,2,2,2,2,3,Online,Monthly,Yes,Sports ,2,Mind refreshing ,
12/07/2025 20:29:08,3rd Year,Applied Sciences,2.0 – 2.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Technology, Psychology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, University LMS","Based on interest, Recommended by peers, Required for exams, Random browsing, Suggested by platform","Video Lectures, Interactive Quizzes, Notes/PDF, Discussion Forums, Live Sessions",2,3,2,2,4,4,4,3,4,4,4,Physical,Monthly,Yes,Academic and career related ,5,Nothing ,No 
12/07/2025 20:34:25,4th Year,Social Sciences & Humanities,3.1 – 3.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Technology, Science, Psychology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Required for exams","Interactive Quizzes, Notes/PDF, Live Sessions",3,3,3,4,4,5,5,5,4,4,5,Physical,Occasionally,Yes,"Leader & Leadership workshop, Psychology & counseling short course, Parliamentary short course, Career Fair, Annual Cultural Program ",4,It helps us to develop our soft skills through the events. ,- 
12/07/2025 20:59:56,Postgraduate,Technology,3.1 – 3.5,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Technology, Science, Psychology, Business & Management, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning, University LMS","Based on interest, Recommended by peers","Video Lectures, Interactive Quizzes, Notes/PDF, Discussion Forums, Live Sessions",3,3,5,5,3,3,4,3,5,4,5,Hybrid,Monthly,Yes,Cultural,4,N/A,N/A
12/07/2025 21:16:51,3rd Year,Applied Sciences,,Introvert (I like being alone),Group activities,"Maybe, it depends on the event","Technology, Soft Skills (Communication, Leadership)","YouTube, Coursera, University LMS","Based on interest, Required for exams","Video Lectures, Discussion Forums",5,2,4,5,4,3,2,4,4,5,5,Hybrid,Monthly,Yes,,3,,
12/07/2025 21:56:24,3rd Year,Applied Sciences,2.0 – 2.5,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Soft Skills (Communication, Leadership)",YouTube,Based on interest,Video Lectures,2,4,4,3,4,3,3,4,4,4,4,Physical,Monthly,Yes,Music events,5,,
13/07/2025 00:16:36,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events",Science,YouTube,Based on interest,Notes/PDF,1,1,3,3,2,2,1,1,1,2,1,Online,No preference,No,,1,,
13/07/2025 00:32:01,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event",Technology,"YouTube, Coursera",Based on interest,"Video Lectures, Notes/PDF",1,1,1,1,1,1,1,1,3,1,4,Hybrid,Occasionally,Yes,,4,,
13/07/2025 01:28:18,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Technology, Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy","Based on interest, Recommended by peers, Required for exams, Random browsing","Notes/PDF, Discussion Forums, Live Sessions",1,4,5,5,4,5,5,5,3,5,4,Hybrid,Monthly,Yes,"Club activities, exhibitions",5,,
13/07/2025 15:35:57,3rd Year,Applied Sciences,2.6 – 3.0,Introvert (I like being alone),No preference,"Maybe, it depends on the event","Technology, Business & Management","YouTube, Coursera, Simplilearn","Based on interest, Recommended by peers, Required for exams","Video Lectures, Notes/PDF",4,5,3,3,5,4,4,4,4,4,4,Physical,Monthly,Yes,"Social and cultural events, Academic sessions, Faculty meets, Inter university Games",4,Collected memories and gathered experiences.,-
13/07/2025 16:26:30,3rd Year,Applied Sciences,2.0 – 2.5,Extrovert (I enjoy being with others),Individual sessions,"Yes, I’m open to trying new events","Soft Skills (Communication, Leadership)",YouTube,Based on interest,Notes/PDF,5,2,4,3,5,5,4,2,3,4,4,Online,Weekly,Yes,Academic ,4,,No
13/07/2025 18:16:28,3rd Year,Applied Sciences,2.0 – 2.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Science, Soft Skills (Communication, Leadership), Arts, Music","YouTube, KhanAcademy, University LMS, Chat GPT","Based on interest, Recommended by peers","Interactive Quizzes, Notes/PDF, Discussion Forums, Live Sessions",4,5,4,3,5,3,3,4,3,3,4,Physical,Weekly,Yes,"Hikes, Ledership programs",4,Hikes,
13/07/2025 18:34:21,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),No preference,"No, I prefer familiar events","Technology, Soft Skills (Communication, Leadership)",YouTube,"Recommended by peers, Required for exams, Random browsing, Suggested by platform","Interactive Quizzes, Notes/PDF",5,5,2,2,1,3,3,3,2,5,2,Physical,Occasionally,Yes,Social,5,,
14/07/2025 05:45:45,3rd Year,Applied Sciences,,Ambivert (I like both alone time and being with people),No preference,"Maybe, it depends on the event","Psychology, Business & Management, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning","Based on interest, Recommended by peers, Required for exams, Random browsing","Video Lectures, Notes/PDF, Discussion Forums",4,4,3,3,2,4,5,4,5,4,5,Physical,Occasionally,Yes,Interfaculty sports,5,,
14/07/2025 23:01:43,3rd Year,Applied Sciences,2.0 – 2.5,Introvert (I like being alone),No preference,"No, I prefer familiar events","Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, University LMS, W3school","Based on interest, Recommended by peers","Video Lectures, Discussion Forums",4,1,4,1,3,3,3,2,3,4,3,Hybrid,Monthly,No,,,,
14/07/2025 23:43:31,3rd Year,Applied Sciences,2.0 – 2.5,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Science, Business & Management, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)",YouTube,"Based on interest, Recommended by peers","Interactive Quizzes, Notes/PDF",5,3,5,5,3,2,2,4,3,4,3,Physical,Occasionally,Yes,"Faculty sports meet, volunteering projects organized by Rotaract club of Rajarata University, Faxexplore Exhibition 25’",4,,
15/07/2025 00:17:47,3rd Year,Applied Sciences,2.0 – 2.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event",Business & Management,"YouTube, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Required for exams","Video Lectures, Notes/PDF",1,5,3,3,5,3,3,5,3,5,3,Hybrid,Occasionally,Yes,"FAS EXPLORE, Fresher's night, Going down",5,Social events,
15/07/2025 00:29:17,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events",Creativity,YouTube,Based on interest,Video Lectures,4,1,4,3,4,3,4,2,4,3,3,Physical,Occasionally,Yes,Faculty Day,3,Games,No
15/07/2025 07:45:04,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Technology, Science, Psychology","YouTube, Coursera, LinkedIn Learning, University LMS","Based on interest, Suggested by platform",Video Lectures,1,4,3,1,1,4,4,3,2,4,1,Online,Monthly,Yes,,3,,
15/07/2025 10:17:38,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, University LMS, ","Based on interest, Required for exams","Interactive Quizzes, Notes/PDF",2,2,2,3,1,2,2,3,3,3,2,Online,Rarely,Yes,"Career related, Academic ",3,Some of them were motivated us and they showed the right path for a better choice,-
16/07/2025 13:12:00,3rd Year,Applied Sciences,,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events","Technology, Science, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Required for exams, Random browsing","Video Lectures, Interactive Quizzes, Discussion Forums, Live Sessions",1,3,2,3,1,5,4,1,4,1,5,Hybrid,Monthly,Yes,,4,,
18/07/2025 15:07:01,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"No, I prefer familiar events","Technology, Science, Soft Skills (Communication, Leadership)","YouTube, Coursera, University LMS","Based on interest, Recommended by peers, Random browsing","Video Lectures, Notes/PDF",5,5,3,3,3,3,3,5,3,5,3,Physical,Weekly,Yes,,5,,
18/07/2025 22:05:41,3rd Year,Applied Sciences,2.6 – 3.0,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Technology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, Coursera, KhanAcademy, LinkedIn Learning, University LMS","Based on interest, Required for exams, Suggested by platform","Video Lectures, Interactive Quizzes, Live Sessions",5,3,3,5,3,5,5,5,5,5,5,Online,Monthly,No,,,,No
19/07/2025 00:35:46,Postgraduate,Technology,3.1 – 3.5,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events",Competitive Exams / Certifications,YouTube,Based on interest,Video Lectures,3,4,5,4,4,4,4,4,4,5,5,Hybrid,Weekly,Yes,Career ,4,,
19/07/2025 01:42:55,1st Year,Applied Sciences,2.0 – 2.5,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Technology, Business & Management, Competitive Exams / Certifications","YouTube, LinkedIn Learning, University LMS","Recommended by peers, Required for exams","Interactive Quizzes, Discussion Forums, Live Sessions",5,3,5,4,2,4,5,5,3,4,2,Physical,Monthly,Yes,"Sports , cultural",4,,
19/07/2025 01:45:04,2nd Year,Agriculture,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Science, Psychology","YouTube, University LMS","Recommended by peers, Required for exams","Video Lectures, Notes/PDF",3,4,5,3,2,3,2,4,2,4,4,Hybrid,Occasionally,Yes,Sports,4,,
19/07/2025 15:03:21,4th Year,Agriculture,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events","Technology, Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Random browsing, Suggested by platform","Video Lectures, Notes/PDF, Live Sessions",3,1,5,3,4,5,3,3,4,2,2,Hybrid,Occasionally,Yes,Academic,3,,
19/07/2025 15:07:26,4th Year,Medical & Allied Sciences,3.1 – 3.5,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, University LMS","Based on interest, Recommended by peers, Random browsing","Video Lectures, Notes/PDF, Discussion Forums, Live Sessions",3,1,3,3,3,5,5,3,3,2,2,Hybrid,Occasionally,Yes,"Academic,career-related",4, were informative and engaging,no
19/07/2025 15:11:11,2nd Year,Medical & Allied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events","Technology, Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Required for exams, Random browsing","Video Lectures, Interactive Quizzes, Notes/PDF, Discussion Forums, Live Sessions",2,1,2,2,2,5,5,2,2,2,3,Hybrid,Occasionally,Yes,Academic,4,"I liked that the events let us share our ideas and talents.

",No
19/07/2025 15:12:54,3rd Year,Management Studies,3.1 – 3.5,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Business & Management, Soft Skills (Communication, Leadership)","YouTube, University LMS","Based on interest, Random browsing","Video Lectures, Notes/PDF",3,1,2,4,2,4,4,2,2,2,2,Hybrid,Monthly,No,,,,no
19/07/2025 15:45:32,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Yes, I’m open to trying new events","Technology, Science, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, University LMS","Based on interest, Random browsing","Video Lectures, Notes/PDF, Live Sessions",2,2,3,1,1,4,4,1,1,1,2,Hybrid,Occasionally,Yes,social,3,,
19/07/2025 15:49:18,4th Year,Agriculture,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"Maybe, it depends on the event","Technology, Science, Soft Skills (Communication, Leadership)","YouTube, University LMS","Based on interest, Random browsing","Video Lectures, Notes/PDF, Discussion Forums",3,2,2,2,2,5,3,2,2,2,2,Hybrid,Occasionally,Yes,"Academic,new year celebration,sports",4,,-
19/07/2025 16:01:42,3rd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Science, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, University LMS","Based on interest, Recommended by peers","Video Lectures, Notes/PDF",5,3,2,2,2,4,4,2,1,1,1,Hybrid,Monthly,Yes,sports,4,,-
19/07/2025 16:29:29,2nd Year,Applied Sciences,2.0 – 2.5,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event",Science,"YouTube, Coursera","Random browsing, Suggested by platform","Video Lectures, Notes/PDF",5,1,1,1,1,4,3,2,2,1,1,Hybrid,Monthly,Yes,sports,4,,No
19/07/2025 19:08:57,3rd Year,Technology,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"Yes, I’m open to trying new events","Technology, Competitive Exams / Certifications","LinkedIn Learning, University LMS","Based on interest, Required for exams, Suggested by platform","Interactive Quizzes, Live Sessions",5,4,4,4,5,5,5,5,5,4,5,Online,Rarely,Yes,Academic ,5,,No
19/07/2025 23:36:41,2nd Year,Management Studies,3.1 – 3.5,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Science, Competitive Exams / Certifications","Coursera, LinkedIn Learning",Required for exams,"Interactive Quizzes, Live Sessions",3,4,3,5,5,5,5,5,5,5,5,Physical,Monthly,No,,,,no
20/07/2025 22:29:09,2nd Year,Applied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Group activities,"Maybe, it depends on the event","Science, Soft Skills (Communication, Leadership)","YouTube, University LMS","Based on interest, Random browsing",Notes/PDF,2,1,1,1,2,5,5,3,2,2,3,Hybrid,Occasionally,No,,,,
20/07/2025 22:31:03,1st Year,Management Studies,2.0 – 2.5,Ambivert (I like both alone time and being with people),Group activities,"Yes, I’m open to trying new events","Science, Business & Management","YouTube, University LMS","Based on interest, Suggested by platform","Video Lectures, Discussion Forums",4,1,2,1,1,5,5,2,2,2,1,Physical,Occasionally,Yes,cultural,3,,
20/07/2025 22:32:43,4th Year,Applied Sciences,3.6 – 4.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Technology, Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, Coursera, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Random browsing","Video Lectures, Notes/PDF, Discussion Forums, Live Sessions",3,2,2,3,1,5,5,3,2,2,2,Hybrid,Occasionally,Yes,"Academic,cultural",5,,
20/07/2025 22:45:18,2nd Year,Management Studies,2.6 – 3.0,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Business & Management, Soft Skills (Communication, Leadership)","YouTube, University LMS","Based on interest, Random browsing","Video Lectures, Notes/PDF",2,2,1,1,1,5,5,2,3,2,2,Hybrid,Rarely,No,,,,
20/07/2025 23:07:27,2nd Year,Management Studies,3.1 – 3.5,Extrovert (I enjoy being with others),Group activities,"Yes, I’m open to trying new events","Business & Management, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","LinkedIn Learning, University LMS","Based on interest, Required for exams","Interactive Quizzes, Discussion Forums",5,3,4,5,4,5,5,5,5,5,5,Hybrid,Monthly,No,,,,No
20/07/2025 23:08:54,2nd Year,Social Sciences & Humanities,2.6 – 3.0,Extrovert (I enjoy being with others),Group activities,"Maybe, it depends on the event","Science, Soft Skills (Communication, Leadership)","Coursera, University LMS",Recommended by peers,"Video Lectures, Interactive Quizzes",3,2,3,3,4,4,4,4,3,4,3,Hybrid,Monthly,Yes,Cultural,5,,
20/07/2025 23:08:55,1st Year,Technology,2.6 – 3.0,Introvert (I like being alone),Individual sessions,"Maybe, it depends on the event","Technology, Competitive Exams / Certifications, Soft Skills (Communication, Leadership)","YouTube, LinkedIn Learning, University LMS","Required for exams, Suggested by platform","Interactive Quizzes, Discussion Forums, Live Sessions",4,5,4,5,4,5,5,5,5,3,5,Online,Monthly,No,,,,No
20/07/2025 23:09:06,3rd Year,Medical & Allied Sciences,2.6 – 3.0,Ambivert (I like both alone time and being with people),Individual sessions,"Maybe, it depends on the event","Science, Psychology, Soft Skills (Communication, Leadership)","YouTube, KhanAcademy, LinkedIn Learning, University LMS","Based on interest, Recommended by peers, Required for exams, Random browsing","Video Lectures, Interactive Quizzes, Notes/PDF, Discussion Forums",2,1,2,3,1,5,5,2,2,1,1,Hybrid,Occasionally,Yes,"Academic,Cultural",5,,
